,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,vintage
553,US,"Concentrated hibiscus and rose petals are cut by an iron minerality and anise character on the nose of this wine that Greg Brewer and Steve Clifton make for a Japanese partner. It's rich on the palate but still just medium weight, showing graphite, Asian spices, black peppercorns and lots of textural energy and acidic verve on the palate.",Sono,93,68.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Ch.igai Takaha 2013 Sono Pinot Noir (Sta. Rita Hills),Pinot Noir,Ch.igai Takaha,2013
554,France,"A beautifully perfumed wine, this offers a line of fine tannins and brilliant aromatic fruitiness. Cherries and strawberries show strongly against a backdrop of tannins and structure. The aftertaste, still with a hint of dryness, is round with great fragrant fruit. Drink from 2019.",Les Cras Premier Cru,93,,Burgundy,Chambolle-Musigny,,Roger Voss,@vossroger,Domaine Méo-Camuzet 2013 Les Cras Premier Cru  (Chambolle-Musigny),Pinot Noir,Domaine Méo-Camuzet,2013
555,US,"Strawberry blossoms are cut by a darker undercurrent of juniper, pencil lead and redwood on this nose of this wine from a special corner of the family estate. A spicy sagebrush element on the palate gives nuance to the core of dark red berries and black plums, all sizzling toward an energetic, tongue-dancing finish.",Terraces Estate,93,60.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Melville 2013 Terraces Estate Pinot Noir (Sta. Rita Hills),Pinot Noir,Melville,2013
556,France,"Big, firm and dense, this is a powerful wine, with dark tannins that give a dry, concentrated character. The juicy plum and damson fruit flavors, along with the fresh aftertaste, will be a delicious balance as the wine develops. Drink from 2020.",,93,260.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Jean-Luc and Paul Aegerter 2013  Clos de Vougeot,Pinot Noir,Jean-Luc and Paul Aegerter,2013
557,US,"Stemmy earth and dark, savory pine give in to sautéed mushroom and cinnamon in this lean, soft and delicious estate-grown wine. A tension of acidity buoys a backdrop of wild strawberry and cranberry on the palate, ending with just the right amount of weight and length, succulent to the end.",Freestone Vineyards Estate Grown,93,55.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Joseph Phelps 2013 Freestone Vineyards Estate Grown Pinot Noir (Sonoma Coast),Pinot Noir,Joseph Phelps,2013
558,France,"Rich and concentrated, this wine shows the firm tannins of a Gevrey-Chambertin. Ripe berry fruits and beautiful acidity contrast with this structure. The fresh aftertaste with its flavors of raspberries and dark cherries will be very fine. Drink from 2018.",Les Azerottes,92,90.0,Burgundy,Gevrey-Chambertin,,Roger Voss,@vossroger,Louis Max 2013 Les Azerottes  (Gevrey-Chambertin),Pinot Noir,Louis Max,2013
559,US,"There's a very candied red-cherry quality to the nose of this wine from a vineyard that the winery will cease using with this vintage, along with sexy aromas of violet, lilac, clove, cola, peppercorn and rose. A sage-driven character emerges once sipped, giving spice to bright red, slightly sour cranberry fruit.",Verna's,92,28.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Melville 2013 Verna's Pinot Noir (Santa Barbara County),Pinot Noir,Melville,2013
560,US,"There's a very savory, gamy element on the nose of this wine, which shows wild berries, woody shrubs, rusty iron and turned forest-floor aromas. The palate is punchy at first, with decent acidity and cranberry-plum-raspberry flavors, then clings to a pencil-lead core deeper into the sip. It offers quite a bit of complexity.",Lindsay's Vineyard,92,30.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Lincourt 2013 Lindsay's Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Lincourt,2013
561,US,"The nose of this excellently priced wine offers sour fruit from Montmorency cherries, earthiness from squeezed beets, spice from toasted sagebrush and umami from soy sauce. The palate is deep, with a sanguine character that's enhanced by lots of cracked pepper. It delivers plenty of action for the price.",Logan Sleepy Hollow Vineyard,92,25.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Talbott 2013 Logan Sleepy Hollow Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Talbott,2013
562,US,"Pungent, spicy earth and cinnamon rise out of the wine's bouquet, inviting one to enjoy a structured expression of cranberry, raspberry and black tea. The tannin structure is well managed and the oak strong, yet integrated. Gap's Crown is among the vineyards that figure into the blend, along with several Dutton family properties. This is fresh and focused.",,92,46.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Patz & Hall 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Patz & Hall,2013
563,US,"Silky smooth and delicate, this comes from a long-standing family-run winery in the heart of the appellation. It's a subtle, floral wine offering layers of dark plum and strawberry. Medium-weight and tangy in acidity, black tea and toffee notes linger on the finish.",,92,30.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Pellegrini 2013 Pinot Noir (Russian River Valley),Pinot Noir,Pellegrini,2013
564,US,"An inviting nose of buttery stewed cherries and red currants grows even more delicious thanks to smoked pork and a black-slate minerality. It's not quite so boisterous on the palate, but it features lovely cherry-pie notes, a slight orange-peel tang, some eucalyptus and a clean finish.",Estate,92,25.0,California,Adelaida District,Central Coast,Matt Kettmann,@mattkettmann,Adelaida 2013 Estate Pinot Noir (Adelaida District),Pinot Noir,Adelaida,2013
565,US,"Concentrated raspberry and brambleberry aromas mix with iron and brown mushrooms on the nose of this wine from a historic vineyard originally planted in 1972. The palate is sanguine with bloody meats and pencil lead, with earthy beet-juice flavors and unrelenting minerality, almost like licking the earth itself.",Sleepy Hollow Vineyard Estate Grown,92,42.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Talbott 2013 Sleepy Hollow Vineyard Estate Grown Pinot Noir (Santa Lucia Highlands),Pinot Noir,Talbott,2013
566,US,"Dark loam and a slate-driven minerality restrain the concentrated black raspberry and black currant ripeness on the nose of this elegant wine, made by a Sonoma-based group co-founded in 1972 by a descendant of tractor-maker John Deere. Lots of eucalyptus and purple sage shrubbery on the palate spices up the soft, luscious blackberry and olallieberry fruit core.",Escolle Road Vineyard,92,35.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Landmark 2013 Escolle Road Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Landmark,2013
567,US,"Ah, the beautiful fruit aromas, polished texture, ripe but tangy flavors and supreme balance make this an elegant and delicious wine. This is not showy, but slightly reserved, as very little spicy oak is showing through, yet the wine's vibrance and purity keep begging for another sip.",Durell Vineyard,92,50.0,California,Sonoma Coast,Sonoma,Jim Gordon,@gordone_cellars,Loring Wine Company 2013 Durell Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Loring Wine Company,2013
568,US,"This wine from an extreme coastal vineyard is framed by earthy notes of turned black loam as well as a cherry blossom ripeness, with a laid-back sagebrush element and touch of olive. There's a lot of thyme and marjoram on the palate, as well as orange rinds, plum peel, barely ripe cranberry fruit and a graphite tension.",Derbyshire Vineyard,92,34.0,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Last Light 2013 Derbyshire Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Last Light,2013
569,US,"Made in tiny quantities, this wine opens with aromas of crisp, just-peeled orange before unveiling silky tannins and a bite of oak. Light in color, it builds up layers of dark cherry, sage and mushroomy earth as it develops, with a substantial kick of texture and weight on the finish.",Gap's Crown Vineyard,92,60.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Fulcrum 2013 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Fulcrum,2013
570,US,"This wine's high-toned citrus notes open into a weighty mouthfeel steeped in orange peel flavor. It's complemented by heartier strawberry, cherry and watermelon notes, making it an ideal summertime companion for a wide range of picnic foods.",Rosé of,88,25.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Martin Ray 2016 Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Martin Ray,2013
571,US,"This salmon-hued bottling from Pinot Noir shows cantaloupe, watermelon Jolly Rancher and pink rose petal scents on the nose. The palate delivers bright acidity, presenting more watermelon flavors, a compelling texture and a gunmetal finish.",Rose of,88,25.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Cambria 2016 Rose of Pinot Noir (Santa Maria Valley),Pinot Noir,Cambria,2013
572,US,"A brilliant shade of pink, this bottling shows all the classic rosé aromas, from watermelon, to strawberry to bubblegum, with a touch of warm pastry as well. The palate offers a candied watermelon and cotton candy flavors, without any sweetness.",Rose of,88,28.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Baileyana 2016 Rose of Pinot Noir (Edna Valley),Pinot Noir,Baileyana,2013
573,US,"Candied red and purple fruit meets mocha and cola spice on the nose of this bottling, which is approachable and simple. The palate is tart with cranberry and plum skin flavors, lifted by dried ginger spice.",Goodchild Vineyard,87,30.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Steele 2013 Goodchild Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Steele,2013
574,US,"This is a richer, rounder version of rosé, with tropical mango and pineapple notes as well as lush peach aspects. Moderate acidity keeps it grounded and refreshing.",Estate Grown Rosé of,87,18.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Balletto 2016 Estate Grown Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Balletto,2013
575,France,"This is a very easy light-bodied red for chilling. The body is dry, slender and fresh. The flavor expression is of red fruit, earth and apple skin. It has a rustic, picnic-style quality. Drink soon.",,86,20.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Cave de Hunawihr 2016 Pinot Noir (Alsace),Pinot Noir,Cave de Hunawihr,2013
576,France,This is a young tannic wine. It needs time to show up the red fruits that are underneath the dryness. There is potential for a fine juicy softly textured future. Drink from 2018.,Coquines,85,,Loire Valley,Puy de Dôme,,Roger Voss,@vossroger,Domaine Sauvat 2016 Coquines Pinot Noir (Puy de Dôme),Pinot Noir,Domaine Sauvat,2013
577,US,"This hearty and heavily spiced take on the grape offers fascinating black cherry, cardamom, chai spice and sanguine, meaty scents on the nose. The flavors may strike some palates as too intense, brimming with dried red cherry, Indian spice and kalamata olive, bound by energetic acidity and tactile grip.",Jasper,93,85.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Challen 2013 Jasper Pinot Noir (Santa Maria Valley),Pinot Noir,Challen,2013
578,Austria,"Oak leaf, tart strawberry and supple vanilla aromas appear immediately on the nose and continue their smooth interplay on the mellow palate. This is pliable in texture but has depth, backbone and inherent freshness. Delicious now, it has an underlying taut structure that will benefit from some bottle age. Drink 2018–2025.",The Butcher,93,,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Schwarz Wein 2013 The Butcher Pinot Noir (Burgenland),Pinot Noir,Schwarz Wein,2013
579,New Zealand,"Palliser's top-of-the-line Pinot is named after a different loved companion-dog every year. This is a nearly full-bodied wine, a bit chunky and muscular in style, with cherry and plum fruit and savory overtones beetroot and greens. the finish is long and richly textured, suggesting a reasonable lifespan. Drink 2020–2025+.",The Great Hector,92,61.0,Martinborough,,,Joe Czerwinski,,Palliser Estate 2013 The Great Hector Pinot Noir (Martinborough),Pinot Noir,Palliser Estate,2013
580,US,"Mike Sinor's pet-nat experiment scored big in 2016. This pink sparkler offers complex yeasty bread, crushed rock and turned clay aromas. Zingy and racy, it grabs hold of the palate. It's all about fascinating texture and refreshing acidity.",Pet Nat Method Ancestral Bassi Vineyard,92,25.0,California,San Luis Obispo County,Central Coast,Matt Kettmann,@mattkettmann,Ancestrale 2016 Pet Nat Method Ancestral Bassi Vineyard Pinot Noir (San Luis Obispo County),Pinot Noir,Ancestrale,2013
581,US,"Tart but full cranberry aromas meld with sagebrush and cardamom on the nose of this bottling from an increasingly popular vineyard in this appellation. Baking spice and dried ginger mark the palate, which is acid-driven and lively, accenting its core of raspberry and pencil lead flavors.",Tondre's Grapefield,91,44.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Silver Mountain 2013 Tondre's Grapefield Pinot Noir (Santa Lucia Highlands),Pinot Noir,Silver Mountain,2013
582,US,"The first King Estate rosé since 2008, this is as serious a wine as rosé can be. Deep in color, deep in flavor, it offers a rich mix of orange peel and orange liqueur, cherry kirsch, and a gentle citrus streak. It was produced entirely from estate-grown, biodynamic grapes.",Mountain Blocks Rosé of,91,24.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,King Estate 2016 Mountain Blocks Rosé of Pinot Noir (Willamette Valley),Pinot Noir,King Estate,2013
583,New Zealand,"The style of all the Craggy Range reds has evolved in recent vintages to reflect greater elegance and length. This is a medium-bodied red, supple and immediately approachable, filled with cherries, plums and vanilla and graced with a subtle floral note. Drink now–2025.",Te Muna Road Vineyard,91,46.0,Martinborough,,,Joe Czerwinski,,Craggy Range 2013 Te Muna Road Vineyard Pinot Noir (Martinborough),Pinot Noir,Craggy Range,2013
584,US,"Pale salmon in color, but quite robust in flavor and alcohol, this brings concentrated flavors of watermelon and raspberries, with all the freshness of the newest vintage. It's bright and focused, the very picture of what is most exciting about these seasonal Northwest rosés.",Rosé of,90,16.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Spindrift Cellars 2016 Rosé of Pinot Noir (Willamette Valley),Pinot Noir,Spindrift Cellars,2013
585,US,"Crisp strawberry, rose petal, peach flesh and a wet cement aromas show on the nose of this bottling from a winery just behind Cambria. The palate tingles with acidity, delivering ripe nectarine and plum flesh flavors, further enlivened by a touch of sea salt.",Rosé of,90,25.0,California,San Luis Obispo,Central Coast,Matt Kettmann,@mattkettmann,Stolo 2016 Rosé of Pinot Noir (San Luis Obispo),Pinot Noir,Stolo,2013
586,US,"This inaugural release of this wine is cherry in both color and flavor, framed with tangy grapefruit-like acidity. Medium in body and plush in texture, it's a full celebration of the variety, with rose petal and cherry cola nuances.",Winemaker's Release Rosé of,90,25.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Sonoma-Cutrer 2016 Winemaker's Release Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Sonoma-Cutrer,2013
587,US,"This densely layered wine has an underlying bright acidity and firm structure. Quiet, nuanced cranberry flavors ride a wave of earthy forest and black tea scents.",,90,40.0,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,Frostwatch 2013 Pinot Noir (Bennett Valley),Pinot Noir,Frostwatch,2013
588,New Zealand,"The little subregion of Te Tuna Road, set apart from the vines in and around the village of Martinborough itself, is home to several fine vineyards. This is medium to full in body, with flavors of black cherry, menthol and toast, silky tannins and a long finish. Drink now–2025.",Te Muna Road,90,30.0,Martinborough,,,Joe Czerwinski,,Big Sky 2013 Te Muna Road Pinot Noir (Martinborough),Pinot Noir,Big Sky,2013
589,US,"Proof that that a pink wine can be as serious as it is delicious, this copper-tinged wine from James MacPhail offers almond, cured meat, raspberry, melon and lemon peel flavors. No shrinking violet here; it's at once crisp, fleshy and fully expressive.",Putnam Vineyard Rosé of,90,25.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Tongue Dancer 2016 Putnam Vineyard Rosé of Pinot Noir (Sonoma Coast),Pinot Noir,Tongue Dancer,2013
590,US,"Light in color, this bottling from winemaker Colin Murphy shows rounded red plum and tart strawberry scents, with graphite and wet river stone minerality. The palate is lively with acid-driven red fruit that's round and full on the midpalate.",,89,40.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Koehler 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,Koehler,2013
591,New Zealand,"From an interior subregion of Hawke's Bay, this shows classic oak-aged Pinot aromas of cherries, brown sugar and baking spices. It's medium in weight, with a suede-like texture and a savory, mocha-tinged finish. This is already showing a hint of bricking at the rim, so drink it over the next few years.",,89,,Hawke's Bay,,,Joe Czerwinski,,Lime Rock 2013 Pinot Noir (Hawke's Bay),Pinot Noir,Lime Rock,2013
592,US,"Slightly high-toned, this forward, spicy wine mixes cranberry and cherry fruit in a solid tannic substantial wine. It's got a fair amount of power and punches through quickly to a tight finish.",Merriman Vineyard,88,50.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Merriman 2013 Merriman Vineyard Pinot Noir,Pinot Noir,Merriman,2013
593,US,"This pale pink wine presents light apricot and wet cement aromas. The palate sizzles with acidity, carrying citrus peel and earthy, clay-like flavors. It lacks only for a bit more fruit.",Rosé of,88,22.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Center of Effort 2016 Rosé of Pinot Noir (Edna Valley),Pinot Noir,Center of Effort,2013
594,US,"Pioneer Josh Jensen still makes his pinks—like this San Benito County bottling—in the vin gris style. It offers light cranberry aromas, tangy, bouyant acidity, and earthy complexity, enwrapping its pink fruit flavors with mushroom-like depth.",Vin Gris of,88,19.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Calera 2016 Vin Gris of Pinot Noir (Central Coast),Pinot Noir,Calera,2013
595,US,"Lively peach, papaya and squeezed lime aromas show on the jubilant nose of this bottling. The palate is equally energetic, with pink grapefruit and strawberry flavors, perfect for poolside or beach day quaffing.",Rosé of,87,16.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Layer Cake 2016 Rosé of Pinot Noir (Central Coast),Pinot Noir,Layer Cake,2013
596,US,"Strawberry fruit, framed in orange peel, characterizes this simple, yet enjoyable wine, from first sip to the last. It's forward and fruity, with a short tail.",,87,25.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Cummins Road 2013 Pinot Noir,Pinot Noir,Cummins Road,2013
597,New Zealand,"Light-bodied and crisp, this delivers tart cherries and a whack of mocha-tinged oak, which dominates the finish.",,85,16.0,Hawke's Bay,,,Joe Czerwinski,,Coopers Creek 2013 Pinot Noir (Hawke's Bay),Pinot Noir,Coopers Creek,2013
598,US,"Light pink and orange-copper colored, this wine is tart and diluted, showing restrained rose petal and cherry flavors.",Rosé of,84,20.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Merriam 2016 Rosé of Pinot Noir (Russian River Valley),Pinot Noir,Merriam,2013
599,US,"This mild-tasting and light-bodied wine has a transparent pink color, muted fruity aromas and generic flavors. The texture is smooth and rather soft.",Rosé of,84,12.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,McManis 2016 Rosé of Pinot Noir (Lodi),Pinot Noir,McManis,2013
600,US,"A full-bodied blend from different vineyard sites, this wine celebrates darker, denser aspects of black cherry and cranberry alongside a savory, herbal component that persists on the palate, finished up by a mouthwatering mix of orange and chocolate. Complex and robust in tannin, it needs time to breathe before being enjoyed.",,91,52.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Williams Selyem 2013 Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem,2013
601,US,"This blend of the three estate vineyards opens with lightly musky aromas and pinpoint herbal highlights. The fruit rolls from cranberry to strawberry to cherry, and the wine has a slightly woody character. Tannins are proportionate, still a bit stiff, and showing leafy notes. A light suggestion of chocolate infuses the finish.",,91,36.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Trisaetum 2013 Pinot Noir (Willamette Valley),Pinot Noir,Trisaetum,2013
602,US,"From grapes grown near the town of Los Alamos comes this wine from a San Diego-based family. Complex aromas suggest red cherry, blackberry, shiitake mushroom and black peppercorn. The palate is tighter, with cranberry, tart yet dark raspberry, iodine and sanguine flavors.",Audire Kick-On Ranch Vineyard,91,36.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,j.brix 2013 Audire Kick-On Ranch Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,j.brix,2013
603,US,"This broad, open, tongue-tickling wine comes on quickly with a blast of chocolate and cherries. Highlighted with an underpinning of tart raspberry jam, it's immediately accessible and utterly delicious. A hint of caramel crunch provides the perfect finale to this yum-fest of a wine.",Antiquum Vineyard,91,65.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Harper Voit 2013 Antiquum Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Harper Voit,2013
604,US,"Deep aromas of blackberry, ripe raspberry, smoked meats and wet black slate emerge on the nose of this wine from one of the region's pioneers. The strong slate minerality also shows on the palate against a backdrop of sleek sanguine flavors and big, dark but not overly ripe cherry fruits.",Double L Vineyard,91,58.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Morgan 2013 Double L Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Morgan,2013
605,US,"Winemaker John Benedetti relies on a single clone usually used for sparkling wine in this bottling from a 25-year-old dry-farmed vineyard at 1,700 feet. Aromas of buttered cherries, rhubarb, red flowers, cinnamon and milk chocolate give way to a palate that shows lots of slate and graphite as well as dried cherry, eucalyptus, dried mint and a touch of leathery gaminess.",Clone 32 Split Rail Vineyard,91,45.0,California,Santa Cruz Mountains,Central Coast,Matt Kettmann,@mattkettmann,Sante Arcangeli 2013 Clone 32 Split Rail Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Sante Arcangeli,2013
606,US,"This is crafted from the oldest vines, planted a quarter-century ago. Toast and caramel flavors wrap around lightly roasted raspberry/strawberry fruit. Highlights of rose petals and cola come into play, as this reserve-level effort shows both grip and persistence.",Estate Grown Reserve,91,52.0,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,@paulgwine ,Wy'East Vineyards 2013 Estate Grown Reserve Pinot Noir (Columbia Gorge (OR)),Pinot Noir,Wy'East Vineyards,2013
607,US,"Lighter, leaner flavors like cranberry, rhubarb and tart cherry light up this wine from the first sniff through the tangy finish. Balanced on the fresher, crisper side of the spectrum, it has firm tannins, an appetizing dry texture and medium body. The focused fruit flavors and light spicy accents make it distinctive.",,91,35.0,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Carpe Diem 2013 Pinot Noir (Anderson Valley),Pinot Noir,Carpe Diem,2013
608,US,"One of the winery's special block bottlings, this shows purple aromas of blackberry, violet and lilac alongside graphite and toasted oak. The palate is meaty, bitter and spice-driven, without much overt fruit, showing anise, pencil shavings, tar and concentrated cranberry skins.",Mesa,90,48.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Riverbench 2013 Mesa Pinot Noir (Santa Maria Valley),Pinot Noir,Riverbench,2013
609,US,"Here is your Pinot if you prefer elegance over power. This delicate wine opens with a heady mix of rose petals, orange and lemon peel and raspberry fruit. The raspberry flavors linger gracefully, buoyed by citrusy acidity. The length is impressive.",Guadalupe,90,40.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Soléna 2013 Guadalupe Pinot Noir (Dundee Hills),Pinot Noir,Soléna,2013
610,US,"This is a real palate-pleaser. Forward, fresh flavors of cherry and plum are accented by light herb notes and finished with a frame of chocolate. It gains precision as it lengthens through the finish, showing medium weight and enough structure to continue to drink well through 2022.",Estate,90,30.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2013 Estate Pinot Noir (Willamette Valley),Pinot Noir,Willamette Valley Vineyards,2013
611,US,"Perhaps the lightest Pinot in the producer's lineup, and the most readily accessible, this is fresh and fruity. Highlighted in strawberry and cherry, it retains a tension of black tea and earth. Silky on the palate, it finishes as lightly as it started.",,90,39.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Williams Selyem 2013 Pinot Noir (Sonoma County),Pinot Noir,Williams Selyem,2013
612,US,"Cherry, licorice, stemmy spice, turned earth and Earl Grey tea elements show on the nose of this wine from a vineyard west of the Sta. Rita Hills and only six miles from the Pacific Ocean. It's light in body, with flavors of thyme, pepper spice, kalamata olive and cranberry fruit proving tart and tight.",Duvarita Vineyard,90,55.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Storm 2013 Duvarita Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Storm,2013
613,US,"Strawberry and raspberry flavors are fresh and clean, not thin, but less robust than previous vintages. It's a delicate, nicely crafted wine that could be cellared through 2025.",Coast Range Estate,90,49.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Trisaetum 2013 Coast Range Estate Pinot Noir,Pinot Noir,Trisaetum,2013
614,US,"This unfiltered, reserve-level wine ripened nicely in 2013, yielding a silky, high-toned palate with plum, berry and cherry fruits. Still in its infancy, this demands decanting and/or additional bottle age. It's a lovely evocation of both finesse and power, with a lick of chocolate in the finish.",Cedar Ranch,90,35.0,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,@paulgwine ,Foris 2013 Cedar Ranch Pinot Noir (Southern Oregon),Pinot Noir,Foris,2013
615,US,"Dense and concentrated, this smoothly rounded wine is well integrated and robust in oak and black cherry, a nice representation of estate grapes. With a strong presence of tannins, it needs to breathe before being enjoyed with earthy fare.",Estate Reserve,90,40.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Artesa 2013 Estate Reserve Pinot Noir (Carneros),Pinot Noir,Artesa,2013
616,US,"Fresh pomegranate, smoked green olives and pencil shavings make for an intriguing nose on this county blend from Ernst Storm. Tart raspberry fruit and fresh sage show on the palate, but it's quite retrained and mineral driven, proving a bit bitter.",,89,40.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Storm 2013 Pinot Noir (Santa Barbara County),Pinot Noir,Storm,2013
617,US,"This sports some chewy, herbaceous qualities that hit you right away. That intensity puts the focus on the wine's edges rather than its core fruit flavors of rhubarb and cranberry. Tight and stiff, it's got a puckery bite that suggests further bottle age may be a good idea.",Perrydale Hills,89,52.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Harper Voit 2013 Perrydale Hills Pinot Noir (Willamette Valley),Pinot Noir,Harper Voit,2013
618,US,"Though just two years past fermentation, this is already taking on a mature hue with hints of bricking around the rim. It's soft, smooth and lightly toasty, a blend of rose water and wild raspberry flavors that have the precision and elegance to impress. Though light and low in alcohol, it's a well-made, true-to-variety style.",Blue Chip,89,25.0,Oregon,Columbia Gorge (OR),Oregon Other,Paul Gregutt,@paulgwine ,Wy'East Vineyards 2013 Blue Chip Pinot Noir (Columbia Gorge (OR)),Pinot Noir,Wy'East Vineyards,2013
619,US,"Here's an interesting, single-vineyard, Dundee Hills wine at a price usually reserved for blended Willamette Valley cuvées. Slightly murky and funky, it's the sort of wine you might stumble upon in some cob-webbed, Old World cellar. The primary raspberry and rhubarb tones have a peppery, lightly bitter quality about them.",Holstein Vineyard,89,33.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Laelaps 2013 Holstein Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Laelaps,2013
620,US,"All five vineyards contribute to this widely available blend. It's on the chunky side, with blocky black cherry and a frame of milk chocolate from aging 10 months in French oak. There's a dash of spice as it races through the finish.",,89,32.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Elk Cove 2013 Pinot Noir (Willamette Valley),Pinot Noir,Elk Cove,2013
621,South Africa,"Winemaker: Charles Hopkins. Earthy, small red berry, forest floor and cola spice notes lead the bouquet of this wine. The palate offers more of the same, with an additional touch of muddled raspberry flavor. Silky in texture and soft in mouthfeel, this is an approachable selection now. Subtle hints of anise and clove dance on the finish.",Cape Winemakers Guild Op Die Berg,88,,Ceres Plateau,,,Lauren Buzzeo,@laurbuzz,De Grendel 2013 Cape Winemakers Guild Op Die Berg Pinot Noir (Ceres Plateau),Pinot Noir,De Grendel,2013
622,US,"Sourced from the 80-acre estate vineyard, this would seem to qualify as the winery's reserve-level bottling. Light scents of musky umami suggest the estate's unique terroir, and those mushroom flavors, along with cola and red berry, continue throughout. The finish is tart and tight. Drink now through 2020.",Domaine Danielle Laurent,88,50.0,Oregon,Willamette Valley,,Paul Gregutt,@paulgwine ,Soléna 2013 Domaine Danielle Laurent Pinot Noir,Pinot Noir,Soléna,2013
